date;open;high;low;close;volume;;;
07/20/18;45,425;45,579;45,044;45,345;82824168;;;
07/23/18;45,165;45,468;44,899;45,385;63957460;;;
07/24/18;45,584;45,871;45,489;45,714;74791592;;;
07/25/18;45,728;46,152;45,579;46,145;67321312;;;
07/26/18;46,096;46,415;45,859;46,001;76303856;;;
07/27/18;46,186;46,233;45,027;45,236;96095888;;;
07/30/18;45,454;45,525;44,783;44,982;84118140;;;
07/31/18;45,075;45,511;44,847;45,072;157492152;;;
08/01/18;47,166;47,789;46,735;47,728;271742864;;;
08/02/18;47,51;49,357;47,455;49,123;249616048;;;
08/03/18;49,037;49,442;48,67;49,265;133789584;;;
08/06/18;49,267;49,563;49,047;49,521;101701548;;;
08/07/18;49,58;49,622;48,973;49,056;102349548;;;
08/08/18;48,805;49,222;48,443;49,089;90101948;;;
08/09/18;49,097;49,689;49,078;49,476;93970504;;;
08/10/18;49,288;49,701;49,124;49,328;98444808;;;
08/13/18;49,369;50,142;49,369;49,647;103563520;;;
08/14/18;49,952;50,048;49,502;49,856;82992040;;;
08/15/18;49,73;50,091;49,518;49,972;115230256;;;
08/16/18;50,331;50,821;50,265;50,704;114001468;;;
08/17/18;50,733;51,805;50,666;51,717;141707988;;;
08/20/18;51,841;52,097;51,13;51,213;121150780;;;
08/21/18;51,532;51,624;50,872;51,113;104639020;;;
08/22/18;50,89;51,427;50,828;51,116;76072524;;;
08/23/18;51,021;51,591;51,009;51,22;75532896;;;
08/24/18;51,484;51,555;51,13;51,379;73905424;;;
08/27/18;51,615;51,993;51,42;51,803;82100468;;;
08/28/18;52,057;52,421;52,036;52,221;91107064;;;
08/29/18;52,328;53,122;52,152;53,001;109019216;;;
08/30/18;53,065;54,256;52,863;53,488;195175296;;;
08/31/18;53,84;54,401;53,718;54,106;173360536;;;
09/03/18;53,84;54,401;53,718;54,106;173360536;;;
09/04/18;54,291;54,474;53,868;54,279;109560528;;;
09/05/18;54,429;54,591;53,504;53,925;133331840;;;
09/06/18;53,773;54,039;52,601;53,029;137159904;;;
09/07/18;52,732;53,569;52,461;52,601;150479240;;;
09/10/18;52,518;52,732;51,453;51,895;158065812;;;
09/11/18;51,819;53,314;51,475;53,207;142996196;;;
09/12/18;53,466;53,481;52,254;52,547;197114960;;;
09/13/18;53,129;54,277;52,903;53,816;166825508;;;
09/14/18;53,659;53,918;52,892;53,205;127997156;;;
09/17/18;52,803;52,993;51,643;51,788;148780532;;;
09/18/18;51,767;52,732;51,608;51,874;126286848;;;
09/19/18;51,936;52,202;51,175;51,905;108495332;;;
09/20/18;52,349;52,834;52,09;52,299;106435176;;;
09/21/18;52,478;52,615;51,648;51,736;384986992;;;
09/24/18;51,536;52,592;51,491;52,48;110773432;;;
09/25/18;52,233;52,963;52,221;52,813;98217516;;;
09/26/18;52,53;53,184;52,235;52,392;95938824;;;
09/27/18;53,2;53,823;53,134;53,469;120724908;;;
09/28/18;53,431;53,68;53,248;53,657;91717456;;;
10/01/18;54,182;54,531;53,802;54,018;94403208;;;
10/02/18;54,016;54,669;53,868;54,498;99152680;;;
10/03/18;54,681;55,494;54,617;55,161;114619196;;;
10/04/18;54,855;55,228;53,892;54,191;128168000;;;
10/05/18;54,184;54,291;52,43;53,312;134321852;;;
10/08/18;52,818;53,433;52,34;53,188;118655692;;;
10/09/18;53,157;54,02;52,826;53,925;107564116;;;
10/10/18;53,59;53,802;51,353;51,427;167962216;;;
10/11/18;50,99;52,173;50,467;50,973;212497568;;;
10/12/18;52,392;52,977;51,541;52,794;161351404;;;
10/15/18;52,568;52,727;51,643;51,665;123164028;;;
10/16/18;52,038;53,003;51,523;52,803;116735852;;;
10/17/18;52,839;52,92;52,135;52,575;91541588;;;
10/18/18;51,784;52,23;50,628;51,346;130325260;;;
10/19/18;51,831;52,592;51,681;52,128;132314904;;;
10/22/18;52,242;53,091;52,04;52,447;115168328;;;
10/23/18;51,301;53,065;51,032;52,941;155071384;;;
10/24/18;52,91;53,298;50,994;51,125;163700652;;;
10/25/18;51,748;52,62;51,52;52,245;119423072;;;
10/26/18;51,318;52,337;50,55;51,413;189033500;;;
10/29/18;52,1;52,219;48,986;50,448;183742080;;;
10/30/18;50,189;51,147;49,742;50,7;146639960;;;
10/31/18;51,551;52,399;51,489;52,021;153435732;;;
11/01/18;52,066;52,853;51,534;52,82;233292720;;;
11/02/18;49,808;50,783;48,829;49,316;365314616;;;
11/05/18;48,56;48,582;47,103;47,916;264654676;;;
11/06/18;47,995;48,66;47,94;48,434;127531524;;;
11/07/18;48,957;49,93;48,52;49,903;133697736;;;
11/08/18;50,085;50,118;49,314;49,729;101450544;;;
11/09/18;49,028;49,138;48,241;48,77;137463000;;;
11/12/18;47,466;47,668;46,223;46,314;204542072;;;
11/13/18;45,708;47,032;45,665;45,851;187531744;;;
11/14/18;46,249;46,388;44,348;44,556;243203828;;;
11/15/18;44,935;45,789;44,58;45,655;185915204;;;
11/16/18;45,438;46,504;45,19;46,161;147713012;;;
11/19/18;45,319;45,486;44,124;44,332;167683488;;;
11/20/18;42,545;43,284;41,863;42,214;271300988;;;
11/21/18;42,869;42,998;42,111;42,166;124496840;;;
11/22/18;42,869;42,998;42,111;42,166;124496840;;;
11/23/18;41,727;42,122;41,05;41,095;94495888;;;
11/26/18;41,56;41,729;40,611;41,651;179994080;;;
11/27/18;40,909;41,686;40,759;41,56;165549508;;;
11/28/18;42,154;43,242;41,725;43,158;184250156;;;
11/29/18;43,568;43,602;42,385;42,827;167079968;;;
11/30/18;43,003;43,013;42,225;42,595;158126196;;;
12/03/18;43,998;44,112;43,222;44,084;163192008;;;
12/04/18;43,16;43,504;42,044;42,144;165377128;;;
12/05/18;43,16;43,504;42,044;42,144;165377128;;;
12/06/18;40,968;41,689;40,649;41,674;172393640;;;
12/07/18;41,381;41,62;40,143;40,188;169126524;;;
12/10/18;39,356;40,57;38,958;40,453;248103976;;;
12/11/18;40,945;40,976;39,833;40,222;189126660;;;
12/12/18;40,644;41,007;40,315;40,334;142510696;;;
12/13/18;40,666;41,162;40,441;40,775;127591308;;;
12/14/18;40,31;40,329;39,423;39,471;162814840;;;
12/17/18;39,463;40,155;38,815;39,103;177151688;;;
12/18/18;39,447;39,959;39,211;39,611;135366072;;;
12/19/18;39,595;39,94;37,946;38,376;196189188;;;
12/20/18;38,259;38,667;37,042;37,407;259091840;;;
12/21/18;37,414;37,725;35,69;35,952;382977536;;;
12/24/18;35,337;36,148;34,965;35,022;148676928;;;
12/25/18;35,337;36,148;34,965;35,022;148676928;;;
12/26/18;35,373;37,503;34,996;37,488;234330176;;;
12/27/18;37,171;37,393;35,795;37,245;212468260;;;
12/28/18;37,567;37,81;36,863;37,264;169165696;;;
12/31/18;37,813;38,011;37,324;37,624;140013864;;;
01/01/19;37,813;38,011;37,324;37,624;140013864;;;
01/02/19;36,945;37,889;36,787;37,667;148158948;;;
01/03/19;34,342;34,757;33,87;33,915;365248780;;;
01/04/19;34,473;35,432;34,299;35,363;234428280;;;
01/07/19;35,468;35,499;34,8;35,284;219111056;;;
01/08/19;35,673;36,212;35,425;35,957;164101256;;;
01/09/19;36,086;36,859;35,69;36,568;180396324;;;
01/10/19;36,375;36,725;35,983;36,685;143122680;;;
01/11/19;36,465;36,661;36,138;36,324;108092964;;;
01/14/19;35,981;36,081;35,592;35,778;129756744;;;
01/15/19;35,843;36,587;35,79;36,51;114841296;;;
01/16/19;36,513;37,181;36,494;36,956;122278824;;;
01/17/19;36,78;37,605;36,556;37,176;119284640;;;
01/18/19;37,567;37,658;37,205;37,405;135004092;;;
01/21/19;37,567;37,658;37,205;37,405;135004092;;;
01/22/19;37,307;37,383;36,403;36,565;121575880;;;
01/23/19;36,768;37,004;36,184;36,713;92522280;;;
01/24/19;36,759;36,847;36,193;36,422;101766196;;;
01/25/19;37,085;37,717;36,809;37,629;134191572;;;
01/28/19;37,159;37,288;36,651;37,281;104768232;;;
01/29/19;37,269;37,717;36,759;36,894;166348956;;;
01/30/19;38,939;39,63;38,218;39,416;244439120;;;
01/31/19;39,621;40,31;39,251;39,699;162958596;;;
02/01/19;39,824;40,305;39,578;39,719;130672552;;;
02/04/19;39,931;40,943;39,9;40,847;125982328;;;
02/05/19;41,231;41,76;41,109;41,546;144406512;;;
02/06/19;41,658;41,877;41,229;41,56;112958364;;;
02/07/19;41,121;41,488;40,63;40,773;126966760;;;
02/08/19;40,481;40,881;40,344;40,821;95279864;;;
02/11/19;40,974;41,012;40,543;40,586;83973700;;;
02/12/19;40,746;40,962;40,651;40,936;89134092;;;
02/13/19;41,055;41,317;40,703;40,766;89960932;;;
02/14/19;40,653;41,025;40,574;40,914;87342988;;;
02/15/19;41,022;41,13;40,663;40,823;98507256;;;
02/18/19;41,022;41,13;40,663;40,823;98507256;;;
02/19/19;40,653;41,067;40,6;40,945;75891304;;;
02/20/19;41,008;41,518;40,96;41,209;104457448;;;
02/21/19;41,154;41,29;40,794;40,976;68998680;;;
02/22/19;41,101;41,441;41,053;41,434;75652616;;;
02/25/19;41,719;42,129;41,669;41,736;87493432;;;
02/26/19;41,611;41,992;41,483;41,76;68280844;;;
02/27/19;41,491;41,92;41,376;41,889;111341556;;;
02/28/19;41,757;41,899;41,422;41,477;112861664;;;
03/01/19;41,748;41,956;41,415;41,913;103544668;;;
03/04/19;42,086;42,579;41,674;42,124;109744812;;;
03/05/19;42,145;42,16;41,81;42,047;78949676;;;
03/06/19;41,841;42,038;41,666;41,805;83241536;;;
03/07/19;41,65;41,786;41,206;41,321;99185496;;;
03/08/19;40,799;41,458;40,603;41,42;95997432;;;
03/11/19;42,038;42,907;42,004;42,854;128044136;;;
03/12/19;43,118;43,758;42,967;43,336;129870336;;;
03/13/19;43,657;43,908;43,338;43,528;124130096;;;
03/14/19;44,052;44,1;43,731;44,011;94318032;;;
03/15/19;44,28;44,874;44,014;44,584;156171648;;;
03/18/19;44,507;45,128;44,505;45,039;104879328;;;
03/19/19;45,118;45,271;44,536;44,682;126585476;;;
03/20/19;44,61;45,391;44,251;45,073;124140924;;;
03/21/19;45,518;47,03;45,468;46,733;204136948;;;
03/22/19;46,793;47,355;45,7;45,765;169630664;;;
03/25/19;45,875;45,988;44,699;45,212;175381172;;;
03/26/19;45,912;46,203;44,215;44,744;199202152;;;
03/27/19;45,214;45,456;44,687;45,147;119393708;;;
03/28/19;45,262;45,408;44,922;45,207;83121452;;;
03/29/19;45,473;45,533;45,164;45,501;94255844;;;
04/01/19;45,906;45,916;45,125;45,81;111447856;;;
04/02/19;45,774;46,582;45,765;46,476;91062928;;;
04/03/19;46,292;47,07;46,268;46,795;93087320;;;
04/04/19;46,661;47,039;46,266;46,876;76457100;;;
04/05/19;47,058;47,214;46,934;47,19;74106576;;;
04/08/19;47,051;47,964;47,032;47,933;103526788;;;
04/09/19;47,985;48,592;47,724;47,789;143072948;;;
04/10/19;47,593;48,086;47,473;48,057;86781152;;;
04/11/19;48,112;48,148;47,536;47,657;83603232;;;
04/12/19;47,717;47,942;47,001;47,638;111042672;;;
04/15/19;47,569;47,873;47,432;47,724;70146584;;;
04/16/19;47,779;48,237;47,564;47,729;102785540;;;
04/17/19;47,799;48,718;47,576;48,659;115627120;;;
04/18/19;48,656;48,903;48,512;48,833;96783064;;;
04/19/19;48,656;48,903;48,512;48,833;96783064;;;
04/22/19;48,587;49,092;48,469;48,994;77758180;;;
04/23/19;48,97;49,765;48,843;49,701;93291964;;;
04/24/19;49,672;49,94;49,598;49,624;70162436;;;
04/25/19;49,545;49,768;49,135;49,174;74172824;;;
04/26/19;49,083;49,107;48,417;48,939;74596408;;;
04/29/19;48,963;49,339;48,833;49,013;88818864;;;
04/30/19;48,642;48,723;47,696;48,069;186139692;;;
05/01/19;50,276;51,576;50,12;50,429;259309312;;;
05/02/19;50,266;50,939;49,856;50,101;127985296;;;
05/03/19;50,517;50,745;50,359;50,723;83569512;;;
05/06/19;48,936;50,026;48,747;49,94;129772452;;;
05/07/19;49,317;49,686;48,106;48,594;155054792;;;
05/08/19;48,364;49,188;48,328;48,604;105358016;;;
05/09/19;48,005;48,311;47,109;48,081;139634428;;;
05/10/19;47,473;47,817;46,355;47,415;164834848;;;
05/13/19;45,138;45,564;43,969;44,659;229722492;;;
05/14/19;44,825;45,617;44,585;45,366;146118708;;;
05/15/19;44,792;46,109;44,732;45,91;106178872;;;
05/16/19;45,667;46,282;45,41;45,708;132125456;;;
05/17/19;44,95;45,905;44,91;45,448;131516360;;;
05/20/19;44,13;44,33;43,352;44,027;154449160;;;
05/21/19;44,539;45,208;44,414;44,871;113459392;;;
05/22/19;44,405;44,657;43,897;43,952;118994224;;;
05/23/19;43,236;43,414;42,757;43,202;146118944;;;
05/24/19;43,332;43,799;42,952;43,036;94858744;;;
05/27/19;43,332;43,799;42,952;43,036;94858744;;;
05/28/19;43,024;43,426;42,781;42,858;111792640;;;
05/29/19;42,423;43,128;42,322;42,654;113924660;;;
05/30/19;42,791;43,099;42,483;42,875;84873648;;;
05/31/19;42,377;42,801;42,079;42,098;108174336;;;
06/03/19;42,226;42,784;40,944;41,673;161584276;;;
06/04/19;42,187;43,243;41,966;43,197;123871844;;;
06/05/19;44,313;44,484;43,558;43,895;119093708;;;
06/06/19;44,025;44,599;43,801;44,539;90105244;;;
06/07/19;44,849;46,15;44,671;45,725;122737572;;;
06/10/19;46,124;46,98;46,078;46,309;104883404;;;
06/11/19;46,857;47,131;46,554;46,845;107731528;;;
06/12/19;46,638;47,124;46,503;46,696;73012756;;;
06/13/19;46,819;47,321;46,554;46,687;86698500;;;
06/14/19;46,06;46,551;45,761;46,348;75045896;;;
06/17/19;46,386;46,881;46,21;46,624;58676576;;;
06/18/19;47,143;48,163;46,941;47,721;106204016;;;
06/19/19;48,016;48,064;47,446;47,581;84496940;;;
06/20/19;48,182;48,24;47,62;47,963;86055952;;;
06/21/19;47,805;48,298;47,648;47,8;191202356;;;
06/24/19;47,742;48,132;47,653;47,752;72881684;;;
06/25/19;47,716;47,915;46,961;47,028;84281336;;;
06/26/19;47,557;48,331;47,456;48,045;104270048;;;
06/27/19;48,163;48,471;47,99;48,031;83598868;;;
06/28/19;47,776;47,972;47,384;47,593;124442568;;;
07/01/19;48,856;49,173;48,25;48,466;109266956;;;
07/02/19;48,432;48,847;48,42;48,75;67740868;;;
07/03/19;48,882;49,161;48,74;49,154;45448180;;;
07/04/19;48,882;49,161;48,74;49,154;45448180;;;
07/05/19;48,899;49,315;48,791;49,11;69062072;;;
07/08/19;48,288;48,43;47,711;48,098;101354512;;;
07/09/19;47,901;48,456;47,807;48,391;82312060;;;
07/10/19;48,538;48,99;48,468;48,87;71588552;;;
07/11/19;48,889;49,149;48,505;48,514;80767368;;;
07/12/19;48,682;49,055;48,622;48,887;70380848;;;
07/15/19;49,077;49,505;49,055;49,346;67789680;;;
07/16/19;49,197;49,563;48,935;49,175;67467264;;;
07/17/19;49,067;49,318;48,88;48,899;56429800;;;
07/18/19;49,055;49,507;48,983;49,454;74328644;;;
07/19/19;49,486;49,656;48,661;48,716;83717228;;;
07/22/19;48,971;49,832;48,961;49,829;89111728;;;
07/23/19;50,128;50,236;49,846;50,219;73420840;;;
07/24/19;49,938;50,294;49,817;50,178;59966268;;;
07/25/19;50,231;50,315;49,712;49,781;55638248;;;
07/26/19;49,892;50,433;49,81;49,955;70475496;;;
07/29/19;50,128;50,652;50,123;50,421;86693556;;;
07/30/19;50,2;50,536;49,851;50,205;135742872;;;
07/31/19;52,042;53,232;50,811;51,229;277125444;;;
08/01/19;51,436;52,429;49,715;50,12;216071688;;;
08/02/19;49,423;49,64;48,485;49,06;163448488;;;
08/05/19;47,61;47,768;46,309;46,492;209571876;;;
08/06/19;47,206;47,628;46,66;47,372;143299148;;;
08/07/19;46,99;47,988;46,607;47,862;133457600;;;
08/08/19;48,141;48,942;47,947;48,918;108038092;;;
08/09/19;48,59;48,942;48,105;48,515;98478984;;;
08/12/19;48,184;48,771;48,071;48,392;89927556;;;
08/13/19;48,522;51,206;48,476;50,441;190159144;;;
08/14/19;49,039;49,831;48,9;48,94;146189772;;;
08/15/19;49,111;49,517;48,196;48,696;111533452;;;
08/16/19;49,309;50,004;49,203;49,845;115254496;;;
08/19/19;50,84;51,349;50,696;50,774;97727660;;;
08/20/19;50,902;51,498;50,767;50,777;107678116;;;
08/21/19;51,412;51,571;51,077;51,327;86258988;;;
08/22/19;51,46;51,76;50,871;51,284;89071276;;;
08/23/19;50,552;51,185;48,517;48,913;187531372;;;
08/26/19;49,691;50,012;49,497;49,843;104264520;;;
08/27/19;50,173;50,34;49,128;49,28;103589376;;;
08/28/19;49,266;49,657;49,077;49,611;63830528;;;
08/29/19;50,328;50,526;49,882;50,451;84030608;;;
08/30/19;50,728;50,798;50,014;50,386;84650244;;;
09/02/19;50,728;50,798;50,014;50,386;84650244;;;
09/03/19;49,828;49,961;49,295;49,652;80238296;;;
09/04/19;50,301;50,564;50,043;50,494;76867280;;;
09/05/19;51,173;51,648;51,054;51,482;95787936;;;
09/06/19;51,667;51,757;51,296;51,477;77449176;;;
09/09/19;51,858;52,244;50,948;51,696;109237604;;;
09/10/19;51,622;52,326;51,103;52,307;127111724;;;
09/11/19;52,638;53,999;52,556;53,97;177158584;;;
09/12/19;54,262;54,653;53,794;53,848;128906676;;;
09/13/19;53,104;53,294;52,384;52,802;159053184;;;
09/16/19;52,556;53,135;52,515;53,08;84632564;;;
09/17/19;53,094;53,302;52,891;53,273;73545872;;;
09/18/19;53,36;53,792;52,968;53,772;102572372;;;
09/19/19;53,589;54,011;53,193;53,335;88751504;;;
09/20/19;53,437;53,722;52,494;52,556;231908376;;;
09/23/19;52,85;53,065;52,536;52,795;77678592;;;
09/24/19;53,352;53,705;52,425;52,544;125737468;;;
09/25/19;52,754;53,466;52,413;53,352;89924024;;;
09/26/19;53,104;53,331;52,821;53,077;76353248;;;
09/27/19;53,234;53,335;52,447;52,819;101445140;;;
09/30/19;53,321;54,209;53,294;54,062;105274332;;;
10/01/19;54,327;55,088;54,117;54,212;144748652;;;
10/02/19;53,842;53,968;52,604;52,853;143069028;;;
10/03/19;52,725;53,335;51,929;53,302;121410744;;;
10/04/19;54,465;54,912;54,043;54,796;139022212;;;
10/07/19;54,617;55,501;54,513;54,808;123557076;;;
10/08/19;54,508;55,049;54,149;54,166;117130800;;;
10/09/19;54,801;54,984;54,465;54,801;76117696;;;
10/10/19;55,018;55,624;54,866;55,539;115851936;;;
10/11/19;56,23;57,362;56,074;57,016;167960840;;;
10/14/19;56,7;57,481;56,645;56,934;97653936;;;
10/15/19;57,06;57,364;56,695;56,802;92161932;;;
10/16/19;56,331;56,782;56,29;56,572;77146776;;;
10/17/19;56,746;57,002;56,367;56,792;69091588;;;
10/18/19;56,625;57,347;56,553;57,065;97508664;;;
10/21/19;57,333;58,17;57,284;58,054;89469932;;;
10/22/19;58,211;58,462;57,84;57,922;90736004;;;
10/23/19;58,438;58,713;58,226;58,699;79730180;;;
10/24/19;59,02;59,09;58,367;58,795;71665020;;;
10/25/19;58,694;59,556;58,626;59,52;73477184;;;
10/28/19;59,722;60,164;59,553;60,116;96572964;;;
10/29/19;60,096;60,285;58,552;58,725;142839468;;;
10/30/19;59,08;59,211;58,223;58,718;124522088;;;
10/31/19;59,679;60,145;57,27;60,046;139162080;;;
11/01/19;60,234;61,776;60,142;61,75;151125336;;;
11/04/19;62,114;62,239;61,644;62,155;103271808;;;
11/05/19;62,047;62,322;61,871;62,066;79897708;;;
11/06/19;61,979;62,153;61,64;62,093;75864496;;;
11/07/19;62,642;63,032;62,49;62,809;94940332;;;
11/08/19;62,63;63,054;62,185;62,981;70081980;;;
11/11/19;62,536;63,545;62,531;63,48;82029836;;;
11/12/19;63,323;63,623;63,17;63,422;87388904;;;
11/13/19;63,221;64,105;63,206;64,029;103270372;;;
11/14/19;63,855;64,129;63,456;63,586;89582224;;;
11/15/19;63,838;64,347;63,676;64,342;100374664;;;
11/18/19;64,351;64,746;63,971;64,666;86803588;;;
11/19/19;64,86;64,884;64,253;64,47;76278388;;;
11/20/19;64,289;64,42;63,044;63,72;106439676;;;
11/21/19;63,841;63,917;63,233;63,434;121395112;;;
11/22/19;63,574;63,717;63,151;63,378;65325052;;;
11/25/19;63,603;64,506;63,557;64,489;84118068;;;
11/26/19;64,627;64,681;63,553;63,986;105339528;;;
11/27/19;64,298;64,879;64,233;64,845;65544488;;;
11/28/19;64,298;64,879;64,233;64,845;65544488;;;
11/29/19;64,545;64,884;64,376;64,703;46617452;;;
12/02/19;64,707;64,945;63,783;63,954;94774200;;;
12/03/19;62,538;62,833;62,049;62,814;117509072;;;
12/04/19;63,206;63,749;63,112;63,369;67241552;;;
12/05/19;63,865;64,373;63,608;64,298;74645372;;;
12/06/19;64,758;65,61;64,715;65,54;106189972;;;
12/09/19;65,368;65,562;64,136;64,623;128730580;;;
12/10/19;65,029;65,385;64,366;65;90529532;;;
12/11/19;65,08;65,635;65,005;65,555;78893564;;;
12/12/19;64,831;65,988;64,72;65,722;137748168;;;
12/13/19;65,722;66,651;65,593;66,615;133731224;;;
12/16/19;67,063;67,981;67,058;67,755;128324420;;;
12/17/19;67,685;68,218;67,499;67,889;114303192;;;
12/18/19;67,741;68,249;67,576;67,726;116098748;;;
12/19/19;67,668;68,075;67,535;67,794;98507788;;;
12/20/19;68,329;68,431;67,441;67,654;276130972;;;
12/23/19;67,918;68,818;67,88;68,758;98711532;;;
12/24/19;68,925;68,973;68,496;68,823;48478856;;;
12/25/19;68,925;68,973;68,496;68,823;48478856;;;
12/26/19;68,956;70,206;68,927;70,189;93336016;;;
12/27/19;70,482;71,172;69,755;70,162;146371744;;;
12/30/19;70,08;70,862;69,053;70,578;144238456;;;
12/31/19;70,193;71,101;70,094;71,094;100990500;;;
01/01/20;70,193;71,101;70,094;71,094;100990500;;;
01/02/20;71,721;72,777;71,467;72,716;135647456;;;
01/03/20;71,941;72,772;71,784;72,009;146535512;;;
01/06/20;71,128;72,622;70,876;72,583;118578576;;;
01/07/20;72,593;72,849;72,021;72,242;111510620;;;
01/08/20;71,944;73,706;71,943;73,404;132363784;;;
01/09/20;74,383;75,157;74,133;74,963;170486168;;;
01/10/20;75,198;75,699;74,629;75,132;140869088;;;
01/13/20;75,45;76,764;75,331;76,738;122086888;;;
01/14/20;76,675;76,885;75,578;75,701;162613828;;;
01/15/20;75,5;76,384;74,944;75,377;121923528;;;
01/16/20;75,922;76,433;75,559;76,321;108829016;;;
01/17/20;76,571;77,168;76,263;77,166;137816468;;;
01/20/20;76,571;77,168;76,263;77,166;137816468;;;
01/21/20;76,793;77,236;76,505;76,643;110843256;;;
01/22/20;77,13;77,471;76,822;76,917;101832460;;;
01/23/20;76,97;77,367;76,42;77,287;104471972;;;
01/24/20;77,534;78,28;76,873;77,064;146537520;;;
01/27/20;75,067;75,481;73,813;74,798;161940020;;;
01/28/20;75,682;77,086;75,583;76,914;162233944;;;
01/29/20;78,551;79,374;77,808;78,524;216599712;;;
01/30/20;77,605;78,464;77,171;78,41;126743232;;;
01/31/20;77,699;78,122;74,639;74,934;199588384;;;
02/03/20;73,673;75,897;73,169;74,728;173985604;;;
02/04/20;76,338;77,386;75,932;77,195;136616536;;;
02/05/20;78,326;78,626;77,219;77,825;118826872;;;
02/06/20;78,096;78,737;77,538;78,735;105425540;;;
02/07/20;78,233;78,483;77,172;77,665;117684048;;;
02/10/20;76,245;78,034;76,165;78,034;109348860;;;
02/11/20;78,531;78,604;77,344;77,563;94323120;;;
02/12/20;78,014;79,41;78,014;79,405;113730292;;;
02/13/20;78,674;79,167;78,47;78,839;94747568;;;
02/14/20;78,808;79,109;78,349;78,859;80113788;;;
02/17/20;78,808;79,109;78,349;78,859;80113788;;;
02/18/20;76,531;77,597;76,349;77,415;152762180;;;
02/19/20;77,657;78,766;77,657;78,536;93983964;;;
02/20/20;78,296;78,786;77,223;77,73;100565956;;;
02/21/20;77,323;77,767;75,352;75,971;129705660;;;
02/24/20;72,139;73,818;70,19;72,362;222195312;;;
02/25/20;73,034;73,418;69,438;69,911;230673456;;;
02/26/20;69,535;72,289;69,528;71,02;198713724;;;
02/27/20;68,217;69,406;66,242;66,378;320605524;;;
02/28/20;62,432;67,564;62,216;66,339;426884920;;;
03/02/20;68,504;73,153;67,397;72,515;341397356;;;
03/03/20;73,694;73,775;69,358;70,212;319475408;;;
03/04/20;71,94;73,629;71,137;73,469;219178272;;;
03/05/20;71,717;72,695;70,719;71,086;187572876;;;
03/06/20;68,436;70,576;68,249;70,142;226176984;;;
03/09/20;64,007;67,487;63,825;64,594;286744832;;;
03/10/20;67,256;69,513;65,371;69,246;285290080;;;
03/11/20;67,317;68,246;65,975;66,841;256379880;;;
03/12/20;62,111;65,523;60,185;60,24;418474068;;;
03/13/20;64,283;67,931;61,386;67,458;370732128;;;
03/16/20;58,716;62,873;58,243;58,779;322423460;;;
03/17/20;60,066;62,517;57,855;61,364;324055860;;;
03/18/20;58,187;60,67;57,544;59,862;300233624;;;
03/19/20;60,035;61,359;58,876;59,403;271857020;;;
03/20/20;59,986;61,114;55,331;55,632;401693384;;;
03/23/20;55,35;55,452;51,596;54,45;336752832;;;
03/24/20;57,36;60,109;56,86;59,913;287531092;;;
03/25/20;60,852;62,672;59,287;59,583;303602040;;;
03/26/20;59,825;62,776;59,787;62,718;252560676;;;
03/27/20;61,337;62,094;59,954;60,121;204216612;;;
03/30/20;60,849;62,009;60,524;61,837;167976440;;;
03/31/20;62,029;63,701;61,155;61,711;197002004;;;
04/01/20;59,821;60,359;58,032;58,464;176218552;;;
04/02/20;58,326;59,493;57,491;59,439;165933972;;;
04/03/20;58,923;59,626;57,994;58,585;129880068;;;
04/06/20;60,888;63,851;60,519;63,696;201820284;;;
04/07/20;65,718;65,936;62,854;62,958;202887324;;;
04/08/20;63,762;64,885;63,395;64,57;168895284;;;
04/09/20;65,208;65,54;64,237;65,036;162116492;;;
04/10/20;65,208;65,54;64,237;65,036;162116492;;;
04/13/20;65,113;66,421;64,511;66,312;131022924;;;
04/14/20;67,95;69,952;67,477;69,661;194994688;;;
04/15/20;68,533;69,486;68,103;69,025;131154564;;;
04/16/20;69,741;69,94;68,521;69,574;157125160;;;
04/17/20;69,088;69,636;67,188;68,63;215249912;;;
04/20/20;67,453;68,358;67,186;67,205;130015000;;;
04/21/20;67,047;67,283;64,414;65,128;180991572;;;
04/22/20;66,4;67,441;66,057;67,004;117057368;;;
04/23/20;66,948;68,375;66,705;66,744;124814328;;;
04/24/20;67,271;68,681;67,222;68,671;126508732;;;
04/27/20;68,387;69,052;67,938;68,72;117087572;;;
04/28/20;69,183;69,365;67,513;67,606;112004748;;;
04/29/20;69,098;70,297;68,894;69,826;137280816;;;
04/30/20;70,367;71,476;69,977;71,299;183063872;;;
05/01/20;69,467;72,561;69,37;70,151;240616700;;;
05/04/20;70,176;71,273;69,483;71,144;133567944;;;
05/05/20;71,605;73,047;71,459;72,212;147751180;;;
05/06/20;72,915;73,59;72,53;72,957;142333752;;;
05/07/20;73,585;74,059;73,282;73,711;115215056;;;
05/08/20;74,373;75,519;74,045;75,466;134047940;;;
05/11/20;74,972;77,15;74,763;76,653;145946244;;;
05/12/20;77,34;77,792;75,656;75,777;162301052;;;
05/13/20;75,957;76,882;73,782;74,862;200622556;;;
05/14/20;74,098;75,383;73,373;75,322;158929076;;;
05/15/20;73,086;74,923;73,052;74,877;166348376;;;
05/18/20;76,206;77,016;75,513;76,641;135372500;;;
05/19/20;76,658;77,508;76,167;76,198;101729540;;;
05/20/20;77,06;77,751;76,943;77,68;111504860;;;
05/21/20;77,542;78,084;76,863;77,101;102688844;;;
05/22/20;76,838;77,68;76,736;77,598;81803016;;;
05/25/20;76,838;77,68;76,736;77,598;81803016;;;
